,detected_date,img_src,href,product_title,price_value,seller_info
314,2022-10-02 19:12:49,https://image.auction.co.kr/itemimage/2a/0a/6d/2a0a6d95c7.jpg,http://itempage3.auction.co.kr/DetailView.aspx?itemno=C758494195,ASICS 아식스 FUJITRAIL ANORAK - 바람막이 - night shadevapor,"117,400",상점타이요우
315,2022-10-02 19:12:49,https://image.auction.co.kr/itemimage/2a/0a/78/2a0a781fa7.jpg,http://itempage3.auction.co.kr/DetailView.aspx?itemno=C758502354,NEW ASICS GEL-COURE ACE Mens Size 10 Golf Shoes White Waterproof 1111A183-101,"117,400",상점타이요우
316,2022-10-02 19:12:50,https://image.auction.co.kr/itemimage/2a/0a/79/2a0a79cf97.jpg,http://itempage3.auction.co.kr/DetailView.aspx?itemno=C758503621,Women’s Asics Gel Course Glide Golf Shoes - Grey / Silver Choose Size,"108,200",상점타이요우
317,2022-10-02 19:12:50,https://image.auction.co.kr/itemimage/2a/0a/7d/2a0a7d85b7.jpg,http://itempage3.auction.co.kr/DetailView.aspx?itemno=C758506200,아식스 ASICS 아식스 트레일 스카우트 2-W - BLACK/CARRIER GREY 1010086917,"80,400",상점타이요우
318,2022-10-02 19:12:50,https://image.auction.co.kr/itemimage/2a/03/f2/2a03f21077.jpg,http://itempage3.auction.co.kr/DetailView.aspx?itemno=C757293395,아식스 ASICS HN2-S 프로토블라스트 스틸 그레이 Asics Protoblast Steel Grey,"244,600",lussuosa
319,2022-10-02 19:12:50,https://image.auction.co.kr/itemimage/2a/04/08/2a04088fa7.jpg,http://itempage3.auction.co.kr/DetailView.aspx?itemno=C757312445,ASICS 여성용 Gel-Dedicate 7 테니스화 블랙/화이트. 6.5119976,"222,900",lussuosa
320,2022-10-02 19:12:50,https://image.auction.co.kr/itemimage/2a/04/15/2a04151c17.jpg,http://itempage3.auction.co.kr/DetailView.aspx?itemno=C757322428,ASICS 남성 Gel-Kayano 28 Running 신발 138254,"244,600",lussuosa
321,2022-10-02 19:12:50,https://image.auction.co.kr/itemimage/2a/04/45/2a0445d657.jpg,http://itempage3.auction.co.kr/DetailView.aspx?itemno=C757362409,아식스 ASICS 아식스 젤-컨텐드 8 - BLACK/WHITE 1010093891,"316,000",주식회사구하다
322,2022-10-02 19:12:50,https://image.auction.co.kr/itemimage/2a/04/4b/2a044ba517.jpg,http://itempage3.auction.co.kr/DetailView.aspx?itemno=C757367030,아식스 ASICS 아식스 젤-컨텐드 8 - BLACK/CARRIER GREY 1010093892,"225,000",주식회사구하다
323,2022-10-02 19:12:50,https://image.auction.co.kr/itemimage/2a/04/5a/2a045a29d7.jpg,http://itempage3.auction.co.kr/DetailView.aspx?itemno=C757379646,아식스 ASICS 아식스 조그 100S - NAVY/PURE SILVER 1010083605,"55,000",롯데아이몰
324,2022-10-02 19:12:50,https://image.auction.co.kr/itemimage/2a/04/6a/2a046ad6a7.jpg,http://itempage3.auction.co.kr/DetailView.aspx?itemno=C757393803,아식스 ASICS 아식스 스토모 3 - BLACK/BLACK 1010075596,"229,000",바잉버디dom
